coordinate_id,constructor,ordered_operands,operand_roles,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_resolution_rule,temporal_resolution_bound_ms,provenance_lineage,target_independence,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,numerical_realization_id,domain_predicate
"PROD(prmtan_teped,ece13)",C2,prmtan_teped|ece13,level|level,ece13|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece13:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece14)",C2,prmtan_teped|ece14,level|level,ece14|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece14:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece15)",C2,prmtan_teped|ece15,level|level,ece15|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece15:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece16)",C2,prmtan_teped|ece16,level|level,ece16|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece16:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece18)",C2,prmtan_teped|ece18,level|level,ece18|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece18:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece19)",C2,prmtan_teped|ece19,level|level,ece19|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece19:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece20)",C2,prmtan_teped|ece20,level|level,ece20|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece20:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece21)",C2,prmtan_teped|ece21,level|level,ece21|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece21:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece22)",C2,prmtan_teped|ece22,level|level,ece22|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece22:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece25)",C2,prmtan_teped|ece25,level|level,ece25|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece25:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece27)",C2,prmtan_teped|ece27,level|level,ece27|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece27:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece28)",C2,prmtan_teped|ece28,level|level,ece28|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece28:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece29)",C2,prmtan_teped|ece29,level|level,ece29|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece29:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece30)",C2,prmtan_teped|ece30,level|level,ece30|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece30:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece31)",C2,prmtan_teped|ece31,level|level,ece31|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece31:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece33)",C2,prmtan_teped|ece33,level|level,ece33|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece33:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece35)",C2,prmtan_teped|ece35,level|level,ece35|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece35:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece36)",C2,prmtan_teped|ece36,level|level,ece36|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece36:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece37)",C2,prmtan_teped|ece37,level|level,ece37|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece37:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece38)",C2,prmtan_teped|ece38,level|level,ece38|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece38:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,ece39)",C2,prmtan_teped|ece39,level|level,ece39|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,ece39:ece_te_profile|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott3)",C2,prmtan_teped|cerqrott3,level|level,cerqrott3|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott3:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott6)",C2,prmtan_teped|cerqrott6,level|level,cerqrott6|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott6:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott8)",C2,prmtan_teped|cerqrott8,level|level,cerqrott8|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott8:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott10)",C2,prmtan_teped|cerqrott10,level|level,cerqrott10|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott10:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott11)",C2,prmtan_teped|cerqrott11,level|level,cerqrott11|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott11:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott12)",C2,prmtan_teped|cerqrott12,level|level,cerqrott12|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott12:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqrott13)",C2,prmtan_teped|cerqrott13,level|level,cerqrott13|prmtan_teped,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,14.186746987951809,cerqrott13:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit3)",C2,prmtan_teped|cerqtit3,level|level,cerqtit3|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit3:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit6)",C2,prmtan_teped|cerqtit6,level|level,cerqtit6|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit6:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit8)",C2,prmtan_teped|cerqtit8,level|level,cerqtit8|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit8:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit10)",C2,prmtan_teped|cerqtit10,level|level,cerqtit10|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit10:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit11)",C2,prmtan_teped|cerqtit11,level|level,cerqtit11|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit11:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit12)",C2,prmtan_teped|cerqtit12,level|level,cerqtit12|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit12:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(prmtan_teped,cerqtit13)",C2,prmtan_teped|cerqtit13,level|level,cerqtit13|prmtan_teped,2,1,(eV)*(eV),eV*eV,coarser_of_operands,14.186746987951809,cerqtit13:cer_rotation_ti|prmtan_teped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,NONE,
"PROD(fs04,fs04)",C2,fs04|fs04,level|level,fs04,1,1,(ph sr^-1 m^-2 s^-1)*(ph sr^-1 m^-2 s^-1),ph/(sr m^2 s)*ph/(sr m^2 s),coarser_of_operands,0.0499999017672079,fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,fs03da)",C2,fs04|fs03da,level|level,fs03da|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(ph sr^-1 m^-2 s^-1),ph/(sr m^2 s)*ph/(sr m^2 s),coarser_of_operands,0.0499999017672079,fs03da:filterscope_dalpha|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,fs05da)",C2,fs04|fs05da,level|level,fs04|fs05da,2,1,(ph sr^-1 m^-2 s^-1)*(ph sr^-1 m^-2 s^-1),ph/(sr m^2 s)*ph/(sr m^2 s),coarser_of_operands,0.0499999017672079,fs04:filterscope_dalpha|fs05da:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,gasa)",C2,fs04|gasa,level|level,fs04|gasa,2,1,(ph sr^-1 m^-2 s^-1)*(V),ph/(sr m^2 s)*V,coarser_of_operands,0.5,fs04:filterscope_dalpha|gasa:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,gasb)",C2,fs04|gasb,level|level,fs04|gasb,2,1,(ph sr^-1 m^-2 s^-1)*(V),ph/(sr m^2 s)*V,coarser_of_operands,0.5,fs04:filterscope_dalpha|gasb:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,gasc)",C2,fs04|gasc,level|level,fs04|gasc,2,1,(ph sr^-1 m^-2 s^-1)*(V),ph/(sr m^2 s)*V,coarser_of_operands,0.5,fs04:filterscope_dalpha|gasc:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,gasd)",C2,fs04|gasd,level|level,fs04|gasd,2,1,(ph sr^-1 m^-2 s^-1)*(V),ph/(sr m^2 s)*V,coarser_of_operands,0.5,fs04:filterscope_dalpha|gasd:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,pinj)",C2,fs04|pinj,level|level,fs04|pinj,2,1,(ph sr^-1 m^-2 s^-1)*(W),ph/(sr m^2 s)*W,coarser_of_operands,0.1,fs04:filterscope_dalpha|pinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,pinj_15l)",C2,fs04|pinj_15l,level|level,fs04|pinj_15l,2,1,(ph sr^-1 m^-2 s^-1)*(W),ph/(sr m^2 s)*W,coarser_of_operands,0.1,fs04:filterscope_dalpha|pinj_15l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,pinj_30l)",C2,fs04|pinj_30l,level|level,fs04|pinj_30l,2,1,(ph sr^-1 m^-2 s^-1)*(W),ph/(sr m^2 s)*W,coarser_of_operands,0.1,fs04:filterscope_dalpha|pinj_30l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,pinj_30r)",C2,fs04|pinj_30r,level|level,fs04|pinj_30r,2,1,(ph sr^-1 m^-2 s^-1)*(W),ph/(sr m^2 s)*W,coarser_of_operands,0.1,fs04:filterscope_dalpha|pinj_30r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,pinj_33r)",C2,fs04|pinj_33r,level|level,fs04|pinj_33r,2,1,(ph sr^-1 m^-2 s^-1)*(W),ph/(sr m^2 s)*W,coarser_of_operands,0.1,fs04:filterscope_dalpha|pinj_33r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,tinj)",C2,fs04|tinj,level|level,fs04|tinj,2,1,(ph sr^-1 m^-2 s^-1)*(N m),ph/(sr m^2 s)*N m,coarser_of_operands,0.1,fs04:filterscope_dalpha|tinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece1)",C2,fs04|ece1,level|level,ece1|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece1:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece2)",C2,fs04|ece2,level|level,ece2|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece2:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece3)",C2,fs04|ece3,level|level,ece3|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece3:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece4)",C2,fs04|ece4,level|level,ece4|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece4:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece5)",C2,fs04|ece5,level|level,ece5|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece5:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece6)",C2,fs04|ece6,level|level,ece6|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece6:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece7)",C2,fs04|ece7,level|level,ece7|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece7:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece8)",C2,fs04|ece8,level|level,ece8|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece8:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece9)",C2,fs04|ece9,level|level,ece9|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece9:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece10)",C2,fs04|ece10,level|level,ece10|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece10:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece11)",C2,fs04|ece11,level|level,ece11|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece11:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece12)",C2,fs04|ece12,level|level,ece12|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece12:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece13)",C2,fs04|ece13,level|level,ece13|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece13:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece14)",C2,fs04|ece14,level|level,ece14|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece14:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece15)",C2,fs04|ece15,level|level,ece15|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece15:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece16)",C2,fs04|ece16,level|level,ece16|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece16:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece18)",C2,fs04|ece18,level|level,ece18|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece18:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece19)",C2,fs04|ece19,level|level,ece19|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece19:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece20)",C2,fs04|ece20,level|level,ece20|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece20:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece21)",C2,fs04|ece21,level|level,ece21|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece21:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece22)",C2,fs04|ece22,level|level,ece22|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece22:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece25)",C2,fs04|ece25,level|level,ece25|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece25:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece27)",C2,fs04|ece27,level|level,ece27|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece27:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece28)",C2,fs04|ece28,level|level,ece28|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece28:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece29)",C2,fs04|ece29,level|level,ece29|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece29:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece30)",C2,fs04|ece30,level|level,ece30|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece30:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece31)",C2,fs04|ece31,level|level,ece31|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece31:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece33)",C2,fs04|ece33,level|level,ece33|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece33:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece35)",C2,fs04|ece35,level|level,ece35|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece35:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece36)",C2,fs04|ece36,level|level,ece36|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece36:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece37)",C2,fs04|ece37,level|level,ece37|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece37:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
"PROD(fs04,ece38)",C2,fs04|ece38,level|level,ece38|fs04,2,1,(ph sr^-1 m^-2 s^-1)*(eV),ph/(sr m^2 s)*eV,coarser_of_operands,0.2,ece38:ece_te_profile|fs04:filterscope_dalpha,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,True,False,PRIMARY,NONE,
