canonical_run_id,realization_index,shot,feature,feature_order,loading,absolute_loading,normalized_sigma_7,condition_number
D3D-SIR-62-ALIGNED-V1,13,165026,d[kappa]/d[betan],source_matrix_order,0.3347508682431288,0.3347508682431288,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,13,165026,d[betan]/d[t],source_matrix_order,0.6194754560056682,0.6194754560056682,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,13,165026,d[li]/d[betan],source_matrix_order,0.02591070516200089,0.02591070516200089,0.04065556255758102,24.5968801583716
D3D-SIR-62-ALIGNED-V1,14,165027,d[pcdiamag3]/d[kappa],source_matrix_order,0.2042646661207953,0.2042646661207953,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,d[kappa]/d[t],source_matrix_order,-0.39648227798303926,0.39648227798303926,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,r[q95]/r[kappa],source_matrix_order,-0.004235399579609347,0.004235399579609347,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,d[pcdiamag3]/d[betan],source_matrix_order,-0.1993731625642375,0.1993731625642375,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,d[kappa]/d[betan],source_matrix_order,0.7945696138425551,0.7945696138425551,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,d[betan]/d[t],source_matrix_order,0.35697940427514696,0.35697940427514696,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,14,165027,d[li]/d[betan],source_matrix_order,-0.05034864984216704,0.05034864984216704,0.03524303260145212,28.374402716944314
D3D-SIR-62-ALIGNED-V1,15,165028,d[pcdiamag3]/d[kappa],source_matrix_order,0.01841161798905833,0.01841161798905833,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,d[kappa]/d[t],source_matrix_order,-0.5067659753243302,0.5067659753243302,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,r[q95]/r[kappa],source_matrix_order,0.0050820178802970725,0.0050820178802970725,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,d[pcdiamag3]/d[betan],source_matrix_order,-0.016111840459666932,0.016111840459666932,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,d[kappa]/d[betan],source_matrix_order,0.7137121342485546,0.7137121342485546,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,d[betan]/d[t],source_matrix_order,0.48272246423248566,0.48272246423248566,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,15,165028,d[li]/d[betan],source_matrix_order,-0.012563925324573344,0.012563925324573344,0.026293601019187658,38.03206716608553
D3D-SIR-62-ALIGNED-V1,16,165029,d[pcdiamag3]/d[kappa],source_matrix_order,-0.07350855808616688,0.07350855808616688,0.028602539071520734,34.96193108938675
D3D-SIR-62-ALIGNED-V1,16,165029,d[kappa]/d[t],source_matrix_order,-0.511648590215733,0.511648590215733,0.028602539071520734,34.96193108938675
D3D-SIR-62-ALIGNED-V1,16,165029,r[q95]/r[kappa],source_matrix_order,0.00851615655481757,0.00851615655481757,0.028602539071520734,34.96193108938675
D3D-SIR-62-ALIGNED-V1,16,165029,d[pcdiamag3]/d[betan],source_matrix_order,0.042690247556224956,0.042690247556224956,0.028602539071520734,34.96193108938675
D3D-SIR-62-ALIGNED-V1,16,165029,d[kappa]/d[betan],source_matrix_order,0.6736875823464178,0.6736875823464178,0.028602539071520734,34.96193108938675
D3D-SIR-62-ALIGNED-V1,16,165029,d[betan]/d[t],source_matrix_order,0.5263653431389017,0.5263653431389017,0.028602539071520734,34.96193108938675
